Feature;LIDC;KITS;LITS;NSCLC;BRATS
wavelet-LH_firstorder_Skewness;0.6802428418707023;0.9174288966597229;0.6953381536787145;0.7268400740880612;0.7468917606764469
wavelet-HL_firstorder_Skewness;0.6806319740344648;0.8232309868351074;0.6762206620368836;0.7185657387468878;0.7768148857657666
original_glszm_LowGrayLevelZoneEmphasis;0.5942870082688225;0.7125533737221578;0.8645893546185985;0.8187519160336796;0.659632713763074
original_gldm_LowGrayLevelEmphasis;0.567386415614103;0.664952087516379;0.8742706554412492;0.7829478236259229;0.7086502507203342
original_gldm_SmallDependenceLowGrayLevelEmphasis;0.6324338188286283;0.7058117882789714;0.8176250137682683;0.8122316431498134;0.6860677061588669
original_glrlm_ShortRunLowGrayLevelEmphasis;0.6015640750163707;0.6888294354127067;0.8722690976239388;0.8095540377385482;0.7024444437207589
original_glcm_JointEnergy;0.5284536818650893;0.6976798104257278;0.700671810178457;0.9482811781076899;0.9979404652458266
wavelet-LL_glrlm_LongRunLowGrayLevelEmphasis;0.5325852583256467;0.584908961146602;0.814497114542865;0.7605375735861764;0.7001434508574556
original_glszm_LargeAreaLowGrayLevelEmphasis;0.6969384291276162;0.9065339739416578;0.8743941082512021;0.48225080595172154;0.13751775142797162
original_glrlm_LowGrayLevelRunEmphasis;0.5778396854674139;0.6785207440940284;0.8752980296127916;0.7990941644359698;0.6612392920705528
wavelet-LL_glcm_JointEnergy;0.42610243622801935;0.4945199546678416;0.6738115794220985;0.9005884487964051;0.9963853730351453
wavelet-HH_firstorder_Skewness;0.6367518713962271;0.7856471922093584;0.7348111885833812;0.6069424576463667;0.6519607861697991
wavelet-HH_firstorder_RootMeanSquared;0.6372372534801536;0.9797366114017638;0.3742369791235194;0.44057753621801754;0.9037749697737975
original_glrlm_LongRunLowGrayLevelEmphasis;0.4803625647986839;0.6349787675567106;0.8670645860908144;0.7381835363466602;0.16218918251062775
wavelet-LL_gldm_LargeDependenceLowGrayLevelEmphasis;0.2957203049061602;0.3588306667855801;0.8311688260666599;0.5803805780217086;0.824191175861436
wavelet-HH_firstorder_Median;0.5793942052644271;0.6792724573218472;0.5026088152515813;0.4724470670066724;0.8696865839904762
wavelet-LL_glszm_LargeAreaLowGrayLevelEmphasis;0.46623334445108056;0.5155950709320234;0.8610859161133892;0.6326048419380601;0.5684532467185732
wavelet-HH_glcm_ClusterShade;0.5842141887555884;0.33775208787789424;0.31794462597204143;0.8134623159502866;0.5387041873035391
original_gldm_LargeDependenceLowGrayLevelEmphasis;0.3749607639738669;0.5295444657104009;0.8687494699505403;0.7226840138107107;0.5348991752279328
wavelet-HH_firstorder_Mean;0.5558189840979337;0.11382467406408323;0.14672912993061976;0.4096976204188437;0.4730758098020871
